No.,Channel Name,Receive Frequency,Transmit Frequency,Channel Type,Transmit Power,Band Width,CTCSS/DCS Decode,CTCSS/DCS Encode,Contact,Contact Call Type,Radio ID,Busy Lock/TX Permit,Squelch Mode,Optional Signal,DTMF ID,2Tone ID,5Tone ID,PTT ID,Color Code,Slot,Scan List,Receive Group List,TX Prohibit,Reverse,Simplex TDMA,TDMA Adaptive,Encryption Group Id,Digital Encryption,Call Confirmation,Talk Around,Work Alone,Custom CTCSS,2TONE Decode,Ranging,Through Mode,Digi APRS RX,Analog APRS PTT Mode,Digital APRS PTT Mode,APRS Report Type,Digital APRS Report Channel,Correct Frequency[Hz],SMS Confirmation,Exclude channel from roaming
1644,Monroe NETAC1,444.4,449.4,D-Digital,High,12.5K,Off,Off,NETAC1,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1645,Monroe MASW,444.4,449.4,D-Digital,High,12.5K,Off,Off,MA  SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1646,Monroe Lcl 1,444.4,449.4,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1647,Simplex .52,146.52,146.52,A-Analog,Mid,25K,Off,Off,NH SW,Group Call,KB1PJD,Off,Carrier,Off,1,1,1,Off,0,1,None,None,Off,Off,On,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1648,Simplex .58,146.58,146.58,A-Analog,Mid,25K,Off,Off,NH SW,Group Call,KB1PJD,Off,Carrier,Off,1,1,1,Off,0,1,None,None,Off,Off,On,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1649,Open Spot CTSW,433.425,433.425,D-Digital,High,12.5K,Off,Off,CT SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1650,Open Spot NHSW,433.425,433.425,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1651,Open Spot N-E-W,433.425,433.425,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1652,NEARFest VHF,145.26,144.66,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,5,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1653,VT NHSW,449.475,444.475,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,6,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1654,K1IMD Portble R,438.6375,433.6375,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1655,Ketrng NA,443.75,448.75,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1656,Ketrng OH SW,443.75,448.75,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1657,Ketrng LCL 8,443.75,448.75,D-Digital,High,12.5K,Off,Off,REG N,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1658,Ketrng WW Eng,443.75,448.75,D-Digital,High,12.5K,Off,Off,WW English,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1659,Day LCL 8,442.875,447.875,D-Digital,High,12.5K,Off,Off,REG N,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1660,Day OH SW,442.875,447.875,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1661,Day NA,442.875,447.875,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1662,Day WW Eng,442.875,447.875,D-Digital,High,12.5K,Off,Off,WW English,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1663,DARA  442.100,442.1,447.1,A-Analog,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Off,Carrier,Off,1,1,1,Off,0,1,None,None,Off,Off,On,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1664,DARA 146.94,146.94,146.34,A-Analog,High,12.5K,Off,123,NH SW,Group Call,KB1PJD,Off,Carrier,Off,1,1,1,Off,0,1,None,None,Off,Off,On,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1665,Traffic Alerts,146.525,146.525,A-Analog,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Off,Carrier,Off,1,1,1,Off,0,1,None,None,Off,Off,On,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1666,Smplx433.425 CC3,433.425,433.425,D-Digital,High,12.5K,Off,Off,Simplex,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1667,Smplx443.475 CC1,443.475,443.475,D-Digital,Mid,12.5K,Off,Off,Simplex,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1668,VT Lcl,449.475,444.475,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,6,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1669,KA3LAO LCL9,442.1875,447.1875,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1670,OS CTSW 2,426.4375,426.4375,D-Digital,Low,12.5K,Off,Off,CT SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1671,OS NHSW 2,426.4375,426.4375,D-Digital,Low,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1672,OS MASW 2,426.4375,426.4375,D-Digital,Low,12.5K,Off,Off,MA  SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1673,OS N-E-W 2,426.4375,426.4375,D-Digital,Low,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1674,Smplx433.475 CC1,433.475,433.475,D-Digital,Mid,12.5K,Off,Off,Simplex,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1675,EWARN UNC,145.2,144.6,D-Digital,High,12.5K,Off,Off,EWARN,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,10,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1676,NH HUD U VT SW1,447.725,442.725,D-Digital,Low,12.5K,Off,Off,VT SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1677,NH HUD CAPE,147.105,147.705,D-Digital,Low,12.5K,Off,Off,CAPENET,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,0,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1678,NH HUD SKY,145.26,144.66,D-Digital,High,12.5K,Off,Off,SKYWARN,Group Call,KB1PJD,Different Color Code,Carrier,Off,1,1,1,Off,5,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1679,NH CONW U Local,448.775,443.875,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,2,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1680,NH CONW U NH,448.775,443.875,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,2,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1681,NH CONW U REGN,448.775,443.875,D-Digital,High,12.5K,Off,Off,REG N,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,2,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1682,NH CONW U NEW,448.775,443.875,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,2,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1683,NH CONW U NTAC1,448.775,443.875,D-Digital,High,12.5K,Off,Off,NETAC1,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,2,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1684,NH CONW U NTAC2,448.775,443.875,D-Digital,High,12.5K,Off,Off,NETAC 2,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,2,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1685,NH CONW U NE,448.775,443.875,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,2,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1686,NH CONW U NA,448.775,443.875,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,2,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1687,NH CONW U WWE,448.775,443.875,D-Digital,High,12.5K,Off,Off,WW English,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,2,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1688,NH CONW U WW,448.775,443.875,D-Digital,High,12.5K,Off,Off,World Wide,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,2,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1689,NH CONW U 310,448.775,443.875,D-Digital,High,12.5K,Off,Off,TAC310,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,2,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1690,NH CONW U 311,448.775,443.875,D-Digital,High,12.5K,Off,Off,TAC311,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,2,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1691,NH CONW U 113,448.775,443.875,D-Digital,High,12.5K,Off,Off,UA113,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,2,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1692,NH CONW U 123,448.775,443.875,D-Digital,High,12.5K,Off,Off,UA123,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,2,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1693,NH CONW U SKY,448.775,443.875,D-Digital,High,12.5K,Off,Off,SKYWARN,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,2,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1694,NH CRT U Local,446.975,441.975,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1695,NH CRT U NH,446.975,441.975,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1696,NH CRT U RGN,446.975,441.975,D-Digital,High,12.5K,Off,Off,REG N,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1697,NH CRT U NEW,446.975,441.975,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1698,NH CRT U NTAC1,446.975,441.975,D-Digital,High,12.5K,Off,Off,NETAC1,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1699,NH CRT U NTAC2,446.975,441.975,D-Digital,High,12.5K,Off,Off,NETAC 2,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1700,NH CRT U VT,446.975,441.975,D-Digital,High,12.5K,Off,Off,VT SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1701,NH CRT U NE,446.975,441.975,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1702,NH CRT U NA,446.975,441.975,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1703,NH CRT U WWE,446.975,441.975,D-Digital,High,12.5K,Off,Off,WW English,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1704,NH CRT U WW,446.975,441.975,D-Digital,High,12.5K,Off,Off,World Wide,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1705,NH CRT U 310,446.975,441.975,D-Digital,High,12.5K,Off,Off,TAC310,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1706,NH CRT U 311,446.975,441.975,D-Digital,High,12.5K,Off,Off,TAC311,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1707,NH CRT U 113,446.975,441.975,D-Digital,High,12.5K,Off,Off,UA113,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1708,NH CRT U 123,446.975,441.975,D-Digital,High,12.5K,Off,Off,UA123,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1709,NH CRT U SKY,446.975,441.975,D-Digital,High,12.5K,Off,Off,SKYWARN,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,10,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1710,NH Hollis - 73,146.73,146.13,A-Analog,High,25K,Off,88.5,NH SW,Group Call,KB1PJD,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1711,NH Roch LCL,145.24,144.64,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1712,NH Roch NH,145.24,144.64,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1713,NH Roch RGN,145.24,144.64,D-Digital,High,12.5K,Off,Off,REG N,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1714,NH Roch NEW,145.24,144.64,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1715,NH Roch NTAC1,145.24,144.64,D-Digital,High,12.5K,Off,Off,NETAC1,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1716,NH Roch NTAC2,145.24,144.64,D-Digital,High,12.5K,Off,Off,NETAC 2,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1717,NH Roch NE,145.24,144.64,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1718,NH Roch NA,145.24,144.64,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1719,NH Roch WWE,145.24,144.64,D-Digital,High,12.5K,Off,Off,WW English,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1720,NH Roch WW,145.24,144.64,D-Digital,High,12.5K,Off,Off,World Wide,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1721,NH Roch 310,145.24,144.64,D-Digital,High,12.5K,Off,Off,TAC310,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1722,NH Roch 311,145.24,144.64,D-Digital,High,12.5K,Off,Off,TAC311,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1723,NH Roch 113,145.24,144.64,D-Digital,High,12.5K,Off,Off,UA113,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1724,NH Roch 123,145.24,144.64,D-Digital,High,12.5K,Off,Off,UA123,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1725,NH Roch PAR,145.24,144.64,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1726,NH Roch SKY,145.24,144.64,D-Digital,High,12.5K,Off,Off,SKYWARN,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1727,NH Wake LCL,145.28,144.68,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1728,NH Wake NH,145.28,144.68,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1729,NH Wake RGN,145.28,144.68,D-Digital,High,12.5K,Off,Off,REG N,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1730,NH Wake NEW,145.28,144.68,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1731,NH Wake NTAC1,145.28,144.68,D-Digital,High,12.5K,Off,Off,NETAC1,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1732,NH Wake NTAC2,145.28,144.68,D-Digital,High,12.5K,Off,Off,NETAC 2,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1733,NH Wake NE,145.28,144.68,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
1734,NH Wake NA,145.28,144.68,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off,off
